transaction_id,transaction_date,transaction_amount,merchant_category,card_type,transaction_location,cardholder_age,cardholder_gender,transaction_description,account_balance,calander_income
937,14-04-2024,5119,Groceries,Discover,Entebbe,48,Female,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",41680,95149
938,09-01-2024,3926,Clothing,MasterCard,Três Pontas,54,Male,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",20613,150472
939,28-01-2024,1585,Education,MasterCard,Baojia,52,Male,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,67839,26569
940,19-04-2024,2048,Travel,Amex,Thị Trấn Quán Lào,37,Female,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",11497,91676
941,20-02-2024,1881,Groceries,MasterCard,Joubb Jannîne,46,Female,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",20476,188544
942,23-03-2024,80,Groceries,Visa,Heku,64,Male,Vivamus vestibulum sagittis sapien.,94208,178157
943,11-12-2023,9724,Travel,Visa,Serang,89,Female,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,18220,140194
944,17-12-2023,1724,Groceries,MasterCard,Portelândia,93,Male,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",45716,73695
945,22-11-2023,5624,Education,MasterCard,Dingjia,69,Female,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",37191,21043
946,30-11-2023,3433,Electronics,MasterCard,Morales,84,Female,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",49054,193687
947,31-05-2024,9844,Travel,Amex,Na Yong,39,Female,Proin eu mi.,71176,199607
948,14-02-2024,5833,Clothing,Visa,Limoges,89,Female,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",79248,60969
949,10-10-2023,2314,Electronics,Visa,Az Zarqā,62,Female,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,11127,178422
950,30-12-2023,1408,Travel,Discover,Upper San Mateo,86,Female,Praesent lectus.,39392,79046
951,27-04-2024,460,Groceries,MasterCard,Strömsund,96,Agender,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,7100,58040
952,16-11-2023,502,Groceries,Amex,Māmu Kānjan,83,Female,Pellentesque eget nunc.,91500,71960
953,03-06-2024,9870,Entertainment,MasterCard,Mollas,24,Female,Vestibulum rutrum rutrum neque.,43913,198188
954,29-05-2024,3013,Education,Discover,Saýat,19,Male,Ut tellus. Nulla ut erat id mauris vulputate elementum.,9531,92039
955,20-09-2023,1413,Groceries,Visa,Outeiro,99,Female,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,14599,151613
956,04-06-2024,4253,Education,Amex,Kristianstad,57,Female,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",92178,191114
957,28-04-2024,8124,Electronics,MasterCard,Stockholm,49,Female,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",98037,193206
958,02-02-2024,5265,Electronics,Visa,Longuita,96,Male,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,12652,52734
959,20-03-2024,5784,Restaurant,Visa,Brea Pozo,43,Female,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",29965,172317
960,30-07-2024,8111,Clothing,MasterCard,Port Loko,33,Male,In hac habitasse platea dictumst.,6188,83372
961,19-01-2024,2601,Travel,Visa,Lankaran,52,Male,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,30248,124262
962,11-02-2024,1960,Restaurant,Discover,Kasugai,48,Genderqueer,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",69412,36300
963,05-09-2024,3020,Education,MasterCard,Siemiatycze,56,Female,Suspendisse potenti. In eleifend quam a odio.,36858,136010
964,09-03-2024,2616,Clothing,MasterCard,Medenychi,45,Female,Sed accumsan felis. Ut at dolor quis odio consequat varius.,12836,94807
965,16-08-2024,327,Electronics,Amex,Madingou,66,Female,Suspendisse potenti.,39179,105664
966,24-04-2024,7805,Travel,Visa,Ban Thaen,32,Male,Morbi a ipsum. Integer a nibh.,3227,88298
967,28-10-2023,3384,Clothing,Amex,Danyang,82,Female,Sed ante.,75122,102944
968,18-12-2023,4416,Groceries,Discover,Jianggao,55,Female,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,88143,22314
969,31-12-2023,945,Groceries,Visa,Spasskoye,85,Female,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",84160,52147
970,23-04-2024,3570,Healthcare,Amex,Maceda,54,Male,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",66966,88882
971,22-11-2023,7174,Education,Discover,Zolotonosha,71,Female,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",37669,174649
972,26-05-2024,1467,Groceries,MasterCard,Seres,99,Female,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,7953,28354
973,11-05-2024,7006,Electronics,Discover,5 de Mayo,70,Male,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,86120,70206
974,15-08-2024,3656,Entertainment,Discover,Lephalale,73,Genderqueer,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",74762,43379
975,01-03-2024,6593,Education,MasterCard,Changlin,86,Female,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",89757,80210
976,20-09-2023,416,Entertainment,Discover,Suizhou,36,Male,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",77930,51931
977,27-05-2024,3992,Clothing,MasterCard,Monastyrshchina,63,Genderqueer,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",72263,194637
978,22-09-2023,2233,Healthcare,Visa,Bolengpulau,63,Male,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1107,165789
979,17-02-2024,327,Education,MasterCard,Meizhuang,70,Female,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",66649,143740
980,22-10-2023,5050,Education,Discover,Changtang,59,Genderfluid,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",46125,158377
981,07-01-2024,3133,Clothing,Visa,Nieuw Nickerie,64,Male,Aliquam erat volutpat. In congue. Etiam justo.,48005,87725
982,12-08-2024,8227,Groceries,Discover,Rennebu,24,Genderfluid,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,33549,195956
983,09-08-2024,24,Groceries,Discover,Penha,77,Male,Morbi a ipsum. Integer a nibh.,82133,181394
984,20-09-2023,7002,Travel,Discover,Huangjia,20,Male,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,39781,146035
985,07-02-2024,4585,Travel,Amex,Malaga,90,Male,Nulla tellus.,14386,146995
986,11-08-2024,9271,Travel,Visa,Konin,68,Female,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,57818,64367
987,15-09-2024,8425,Clothing,MasterCard,Yuanyang,57,Female,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",36371,155868
988,22-03-2024,6703,Education,MasterCard,Hullo,41,Female,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",34383,27715
989,28-07-2024,808,Travel,Discover,Shigutang,35,Female,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",62577,71579
990,26-04-2024,2356,Education,Amex,La Rochelle,91,Female,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,36575,183131
991,12-02-2024,4400,Restaurant,Visa,Tapacocha,32,Male,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",18151,68119
992,14-07-2024,5714,Travel,Visa,Nacimiento,84,Male,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",24690,145739
993,22-03-2024,484,Education,Visa,Kitahama,57,Female,Etiam justo. Etiam pretium iaculis justo.,39428,108153
994,03-07-2024,1405,Electronics,Amex,Floirac,44,Female,Nullam porttitor lacus at turpis.,69881,195362
995,07-08-2024,3026,Healthcare,Visa,Al Qadarif,89,Female,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",73881,64720
996,28-05-2024,19,Restaurant,MasterCard,Covas da Raposa,32,Male,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",65552,42777
997,13-11-2023,7931,Groceries,Amex,Devnya,45,Genderfluid,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,8650,153133
998,17-10-2023,7084,Healthcare,Discover,Jianping,44,Genderqueer,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,27332,50133
999,23-06-2024,2125,Clothing,Amex,Botevgrad,36,Female,Morbi ut odio.,96916,189220
1000,26-08-2024,6496,Travel,Visa,Yangji,91,Female,Vestibulum ac est lacinia nisi venenatis tristique.,44680,160442
